5700, -16536.424
5687.4424, -16507
5659.5117, -16457.36
5614.066, -16402.527
5552.5894, -16343.783
5485.836, -16283.256
5424.037, -16221.717
5361.3564, -16161.336
5307.725, -16109.367
5263.9683, -16073.477
5205.4673, -16025.807
5139.0957, -15984.509
5069.02, -15967.056
5009.165, -15976.763
4964.8164, -16001.631
4922.8574, -16041.74
4883.367, -16088.223
4830.3438, -16144.555
4763.798, -16199.049
4690.8125, -16254.189
4647.766, -16309.068
4642.3, -16348.278
4660.2197, -16384.262
4694.03, -16418.027
4737.3647, -16443.37
4802.001, -16468.105
4888.799, -16492.582
4993.8013, -16521.71
5107.371, -16549.979
5224.7983, -16579.79
5338.916, -16599.668
5454.817, -16606.496
5572.79, -16593.758
5678.618, -16552.34
5759.394, -16499.738
5841.152, -16444.578
5940.5137, -16383.907
6013.105, -16336.654
6079.6436, -16281.92
6110.001, -16237.8125
6125.8984, -16197.987
6133.0303, -16167.338
6135.8164, -16139.022
6135.8755, -16110.561
6136.9146, -16057.367
6139.579, -15987.484
6140.0566, -15925.836
6140.246, -15883.222
6139.6143, -15854.559
6138.326, -15833.826
6128.631, -15813.312
6111.0127, -15786.542
6082.3525, -15748.228
6055.8916, -15710.264
6015.084, -15658.643
5970.6426, -15605.886
5945.95, -15572.046
5911.3145, -15546.398
5887.2637, -15522.537
5857.9517, -15495.86
5885.64, -15495.101
5851.7236, -15491.395
5795.464, -15485.322
5719.0596, -15479.072
5634.096, -15476.176
5546.0225, -15474.607
5459.0015, -15475.772
5374.718, -15481.271
5287.366, -15486.98
5199.791, -15491.812
5110.3247, -15494.482
5025.4355, -15497.066
4940.733, -15498.963
4851.4033, -15489.092
4771.3906, -15466.8545
4688.7, -15431.27
4607.9707, -15401.603
4536.4824, -15380.581
4476.9595, -15370.241
4426.254, -15365.509
4360.249, -15358.694
4291.3086, -15351.326
4225.9766, -15345.805
4173.0386, -15343.147
4137.362, -15342.252
4104.818, -15343.512
4079.287, -15346.848
4031.4526, -15340.614
3959.5732, -15313.748
3868.7422, -15265.891
3773.9292, -15202.096
3700.0286, -15129.845
3647.9683, -15052.191
3619.6343, -14985.861
3605.1003, -14934.016
3601.6763, -14865.883
3605.4858, -14791.946
3613.9175, -14706.093
3631.1855, -14640.839
3622.9707, -14575.459
3626.2505, -14528.365
3631.8647, -14486.662
3638.9155, -14507.547
3663.8032, -14476.64
3693.5408, -14438.553
3739.018, -14388.029
3801.887, -14334.164
3870.6475, -14289.109
3951.5898, -14246.03
4030.2046, -14209.748
4112.0674, -14173.389
4196.2334, -14145.652
4284.9883, -14125.386
4370.878, -14108.543
4446.8364, -14088.077
4538.23, -14065.298
4614.571, -14044.928
4673.3477, -14023.022
4710.356, -14002.42
4735.986, -13983.605
4759.535, -13956.7705
4773.3804, -13911.491
4769.221, -13860.318
4746.3643, -13814.662
4709.5645, -13781.138
4659.1235, -13748.693
4605.85, -13711.824
4555.1978, -13675.187
4515.9175, -13649.055
4471.4067, -13625.537
4435.51, -13610.368
4403.267, -13598.281
4365.3486, -13586.537
4335.405, -13581.195
4306.87, -13574.894
4281.2773, -13571.275
4257.698, -13563.794
4227.4526, -13559
4194.871, -13557.763
4167.7695, -13560.102
4139.933, -13566.341
4107.706, -13575.1045
4078.474, -13585.318
4042.1057, -13601.396
3983.709, -13631.914
3896.039, -13682.319
3804.8975, -13737.327
3710.2126, -13796.927
3609.0737, -13852.689
3499.0625, -13897.052
3390.3984, -13940.783
3335.4253, -13967.26
3307.4185, -13980.895
3285.4766, -13996.531
3254.1157, -14041.095
3222.3916, -14108.91
3197.106, -14181.852
3177.9219, -14262.407
3158.5215, -14347.359
3140.584, -14420.632
3128.4783, -14452.271
3121.212, -14481.541
3114.5415, -14520.046
3110.1987, -14548.43
3106.446, -14575.725
3101.9863, -14600.404
3095.5571, -14646.237
3091.3723, -14681.344
3084.8467, -14717.029
3078.5933, -14757.071
3062.9424, -14809.707
3024.8474, -14887.7295
2965.369, -14974.132
2894.8655, -15061.006
2814.6123, -15141.283
2724.0542, -15219.873
2629.6208, -15297.613
2541.9775, -15375.048
2454.3066, -15457.037
2368.4192, -15541.492
2284.2866, -15633.254
2223.005, -15721.408
2173.1719, -15813.265
2131.5588, -15890.365
2092.0977, -15953.057
2063.3953, -15996.731
2046.1112, -16027.678
2035.3595, -16057.092
2030.321, -16082.555
2027.5227, -16106.836
2023.8538, -16132.07
2022.7546, -16153.472
2023.6251, -16176.682
2026.954, -16205.004
2029.27, -16243.102
2032.4683, -16294.574
2036.9901, -16363.379
2040.4253, -16435.92
2051.5557, -16498.871
2076.729, -16574.186
2122.5835, -16645.38
2185.9243, -16704.465
2242.6, -16734.701
2301.3518, -16746.52
2365.9082, -16742.145
2426.806, -16720.166
2471.0928, -16682.078
2497.7446, -16635.617
2516.892, -16576.309
2530.6863, -16506.18
2542.9534, -16422.725
2557.5864, -16345.754
2564.7283, -16294.887
2564.6094, -16262.615
2569.3472, -16220.156
2578.1812, -16199.08
2587.5437, -16176.492
2606.241, -16135.104
2638.8867, -16072.125
2689.769, -16013.426
2755.274, -15975.059
2820.313, -15956.501
2887.7705, -15955.824
2953.024, -15977.471
3011.7666, -16008.127
3090.0825, -16045.35
3157.8438, -16083.7705
3191.944, -16122.994
3196.7603, -16160.911
3180.1436, -16189.816
3148.1946, -16211.766
3105.9526, -16224.602
3056.2869, -16228.887
2990.278, -16226.9
2912.2761, -16223.476
2822.4482, -16225.574
2739.7227, -16245.34
2671.0127, -16282.104
2621.3674, -16321.992
2584.8796, -16364.861
2565.664, -16397.26
2558.472, -16425.357
2561.2852, -16458.986
2570.72, -16490.32
2589.8706, -16523.701
2626.1455, -16562.031
2682.71, -16607.283
2749.9084, -16645.213
2826.8938, -16672.773
2909.2322, -16692.336
2985.9282, -16706.102
3067.1453, -16715.465
3147.1304, -16715.99
3212.6445, -16712.178
3270.1768, -16705.375
3347.5586, -16690.121
3421.566, -16674.273
3506.516, -16644.102
3581.0977, -16607.115
3653.1868, -16559.703
3713.421, -16511.875
3752.944, -16469.74
3770.409, -16432.543
3778.5027, -16402.432
3785.7383, -16376.304
3792.1558, -16349.645
3797.354, -16325.816
3801.2024, -16304.089
3805.3945, -16280.236
3808.9875, -16255.8955
3813.3242, -16233.529
3817.5752, -16209.926
3823.6724, -16181.408
3828.6282, -16147.514
3830.0823, -16111.008
3832.5405, -16055.299
3833.2007, -15993.096
3837.9563, -15951.336
3842.3557, -15919.7295
3843.7622, -15877.354
3838.1199, -15817.955
3829.34, -15745.077
3821.5469, -15685.539
3820.447, -15641.649
3818.3452, -15619.541
3816.5425, -15571.842
3805.5662, -15504.586
3793.496, -15421.035
3791.7952, -15334.865
3806.0088, -15252.235
3826.7283, -15180.691
3841.251, -15137.52
3848.039, -15113.999
3871.076, -15098.113
3891.5103, -15091.734
3907.3274, -15070.445
3908.1963, -15042.582
3893.5654, -15017.8125
3866.0369, -14999.707
3821.216, -14985.616
3766.5142, -14974.466
3704.6997, -14960.604
3657.8335, -14942.958
3632.996, -14930.796
3607.626, -14901.08
3599.0544, -14878.612
3590.6199, -14855.551
3582.0122, -14830.465
3574.039, -14808.737
3566.2559, -14788.525
3567.091, -14758.54
3568.7197, -14730.502
3572.0518, -14698.453
3580.797, -14653.666
3592.4878, -14611.864
3607.9575, -14573.082
3638.295, -14522.646
3685.3335, -14468.16
3745.512, -14416.395
3818.0378, -14365.494
3897.1892, -14321.214
3972.0505, -14282.172
4013.864, -14258.055
4038.969, -14242.736
4062.9277, -14229.905
4101.8535, -14212.426
4166.397, -14187.704
4239.298, -14161.625
4321.825, -14141.245
4403.9937, -14129.898
4494.095, -14123.918
4578.634, -14114.287
4664.9155, -14094.734
4747.031, -14057.357
4821.4053, -14000.897
4863.286, -13943.041
4871.564, -13896.982
4860.447, -13857.644
4833.803, -13831.738
4797.8467, -13820.963
4759.6914, -13825.791
4716.3145, -13843.432
4662.875, -13872.633
4594.1, -13909.093
4517.0586, -13947.954
4441.606, -13984.738
4369.2197, -14021.132
4289.026, -14059.545
4206.212, -14094.748
4125.717, -14128.113
4051.5146, -14165.789
3975.0261, -14212.115
3902.0347, -14263.292
3834.127, -14316.009
3773.3262, -14373.155
3720.4639, -14440.959
3676.102, -14519.012
3641.4084, -14604.148
3624.2559, -14684.291
3616.164, -14740.053
3613.096, -14772.8
3606.1113, -14799.052
3614.4028, -14840.928
3629.0027, -14884.487
3648.8684, -14928.963
3676.5928, -14981.248
3724.1917, -15034.894
3791.4976, -15085.975
3866.8445, -15130.468
3949.1414, -15171.932
4027.8188, -15202.135
4106.8765, -15219.901
4195.782, -15229.986
4288.1353, -15233.525
4375.107, -15227.712
4457.4346, -15212.075
4545.6504, -15192.605
4632.5664, -15173.405
4710.543, -15157.951
4777.07, -15142.67
4837.887, -15111.559
4903.083, -15067.176
4975.584, -15021.228
5051.4697, -14973.08
5122.8877, -14926.22
5194.957, -14884.168
5273.958, -14842.905
5355.9473, -14804.753
5436.7056, -14765.92
5520.9185, -14735.199
5606.701, -14728.398
5678.4023, -14746.314
5734.5015, -14779.447
5784.7207, -14826.077
5822.5713, -14882.439
5854.5044, -14955.061
5882.6763, -15039.269
5908.281, -15120.469
